title,first_artist,all_artists,id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
當,Power Station,['Power Station'],43n3DcHCoDwkRHFFmRnRos,0.488,0.584,5,-5.301,0,0.0417,0.0,0.0662,0.194,139.918,293378,4
Realize - Myanmar Version,Rose Quartz,['Rose Quartz'],1jS6puyhOgHIEH6pl5FMZp,0.785,0.869,9,-3.067,1,0.326,1.89e-05,0.0501,0.216,106.01,222736,4
望,張涵雅,['張涵雅'],0IczofX5iiwUhTeH54EpSy,0.64,0.836,3,-9.8,1,0.377,0.000171,0.141,0.386,137.985,218500,4
Finesse - Remix; feat. Cardi B,Bruno Mars,"['Bruno Mars', 'Cardi B']",3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0185,0.0,0.0215,0.926,105.115,217289,4
Superlove,Tinashe,['Tinashe'],1uTXtV2r7DSRnMGKh3HxGi,0.774,0.635,5,-4.991,0,0.0148,0.0,0.289,0.438,134.989,183792,4
最後一頁,江語晨,['江語晨'],1j793T7s8hUA2MMSHC1MVR,0.473,0.455,4,-7.881,1,0.428,0.0,0.315,0.283,139.837,245547,4
Bad At Love,Halsey,['Halsey'],7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0604,0.0,0.0893,0.612,118.384,181279,4
Kirameki,Hikaru Station,"['Hikaru Station', 'Fireteamtorch']",6XGOso6v7VsU1GGbazRgFU,0.614,0.323,9,-12.442,1,0.912,7.26e-05,0.0893,0.222,97.45,144980,4
櫻花樹下,Hins Cheung,['Hins Cheung'],2FgDWCqMCIAATvqr9ozeYm,0.415,0.498,9,-5.022,1,0.659,0.0,0.197,0.3,143.68,249987,4
Fetish (feat. Gucci Mane),Selena Gomez,"['Selena Gomez', 'Gucci Mane']",4lnAN2S1fcI0SjxEbksZVr,0.708,0.618,2,-4.424,1,0.0204,6.81e-06,0.062,0.265,123.013,186113,4
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,"['Cheat Codes', 'Fetty Wap', 'CVBZ']",5uu28fUesZMl89lf9CLrgN,0.522,0.833,0,-3.715,1,0.0454,0.0,0.127,0.296,180.009,193569,4
迷途羔羊,G.U.T.S,['G.U.T.S'],7L4WcYnU9KhCqfzYTaKenr,0.759,0.648,6,-7.528,1,0.487,0.000494,0.0974,0.452,115.987,271354,4
達爾文,Tanya Chua,['Tanya Chua'],5DXt0rgXsJPkU6sBCh4L4J,0.57,0.283,7,-10.073,1,0.854,0.0,0.101,0.409,78.01,265107,4
rockstar (feat. 21 Savage),Post Malone,"['Post Malone', '21 Savage']",0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.124,7.01e-05,0.131,0.129,159.801,218147,4
Star,HEIZE,['HEIZE'],41lw42I7uyqwPEQOPZwcOG,0.509,0.471,11,-6.374,0,0.572,0.0,0.38,0.306,68.426,218280,4
Need U Now,Julia Wu,['Julia Wu'],6yIaJDuVNOxENVkzyILhCi,0.627,0.568,5,-7.092,1,0.301,0.0,0.168,0.472,127.774,188743,4
Love & Sweet,Celeina Ann,['Celeina Ann'],5LE07VjCMpH6in9YMs74Zd,0.775,0.889,3,-3.543,1,0.15,0.0,0.129,0.669,127.969,225280,4
我愛妳彭拉昆,Nico & Kim,['Nico & Kim'],2FjU6oqLXyx1NxsA0mBBwI,0.343,0.694,8,-5.689,1,0.383,0.0,0.1,0.392,172.039,297084,4
First Love,Hikaru Utada,['Hikaru Utada'],39HrUxcvKF3jtLz7fUDWXc,0.438,0.434,7,-8.37,1,0.122,0.0,0.15,0.195,179.913,257293,4
Make Me Move,Culture Code,"['Culture Code', 'Karra']",4DHRbvvQyC3mBa3Y0JNl4n,0.541,0.65,8,-4.665,0,0.211,0.000128,0.1,0.356,95.019,197053,4
家家酒,Jia Jia,['Jia Jia'],6cqG6uyhuGDqsRyBwFrzxJ,0.552,0.543,6,-6.272,1,0.421,0.0,0.107,0.181,132.103,273405,4
明天的煩惱,A/DA 阿達,"['A/DA 阿達', 'Vera Yen']",0pW0kasekQfAKjtqL4l7yR,0.762,0.699,7,-6.36,1,0.566,0.0,0.234,0.535,80.029,183375,4
天生一對 - 電影《天生不對》主題曲,Fiona Sit,"['Fiona Sit', 'Khalil Fong']",4HmjgkdZs24brOnR4t0Anu,0.685,0.805,6,-6.787,1,0.418,0.0,0.316,0.687,109.02,281656,4
夢一場,林雪,['林雪'],3MrcEK7lWb3BeUtR4CVjT6,0.368,0.163,1,-9.618,1,0.875,0.0,0.109,0.309,207.2,254547,4
Starry Eyed,Ellie Goulding,['Ellie Goulding'],1vWGa8yC21ZELs9dAhiC2Q,0.508,0.831,5,-5.273,0,0.121,5.56e-06,0.352,0.65,149.915,176613,4
永不失聯的愛 [原創概念版],Eric Chou,['Eric Chou'],21NmnwPP8SHKyVtjvubGSs,0.583,0.227,10,-14.525,1,0.936,0.000189,0.105,0.368,84.765,253417,4
Somebody,The Chainsmokers,"['The Chainsmokers', 'Drew Love']",3pWcj8hxj3fsb9TDAcMpEl,0.532,0.616,10,-7.074,0,0.186,0.0,0.0928,0.292,101.883,223147,4
Words,Daya,['Daya'],28kwfhqP0K1f6ll0lpHg45,0.751,0.78,7,-4.886,1,0.178,0.0,0.0801,0.548,125.013,212923,4
Better Now,Post Malone,['Post Malone'],7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.331,0.0,0.135,0.341,145.038,231267,4
Don’t Matter To Me,Drake,"['Drake', 'Michael Jackson']",36ONiya0OANYknz0GgJmwB,0.825,0.317,10,-12.39,1,0.497,0.0128,0.11,0.136,103.001,245787,4
一個人生活 - 2012幸福蛻變版,林凡,['林凡'],5Hi3Xlpda9VnUUIgfVZAPp,0.644,0.44,3,-8.18,1,0.839,1.93e-06,0.109,0.226,99.963,285137,4
麻吉弟弟 - 被愛妄想症 Love Delusion,Machi DIDI,"['Machi DIDI', '文慧如']",4GVWvPgKu6o4f1mLwq1VoP,0.72,0.886,9,-3.41,0,0.227,0.0,0.536,0.778,140.042,219429,4
匪夷所愛,Mannyan,['Mannyan'],677GIzuU7EdEg46ZJO1DqS,0.483,0.38,11,-10.344,0,0.598,0.0,0.126,0.418,146.633,200858,4
Ko Ko Bop,EXO,['EXO'],5EzitieoPnjyKHAq0gfRMa,0.749,0.85,0,-4.346,1,0.0319,4.81e-05,0.0678,0.672,145.983,190423,4
该死的温柔,马天宇,['马天宇'],2u9qjyVEdXhMrRxmwy1Qqc,0.677,0.491,5,-8.264,0,0.363,1.19e-05,0.112,0.443,143.996,219794,4
我只是你的夢境,Astro Bunny,['Astro Bunny'],012ngpf9pRtNLWnWVBVPop,0.622,0.862,4,-7.099,0,0.0493,0.000688,0.354,0.315,104.018,223817,4
That's It,Power Station,['Power Station'],0MI8gHVSjtpHZch2QDk7dF,0.647,0.554,5,-4.463,1,0.48,0.0,0.123,0.405,183.859,276467,4
我當你空氣,WONFU,['WONFU'],6PGJkZrbR06YVnS0w4thLk,0.795,0.659,1,-6.274,0,0.123,2.07e-05,0.169,0.65,119.932,235668,4
空空如也,胡66,['胡66'],4OEBQV4xuX1n2pcMLzroOB,0.691,0.595,4,-6.588,1,0.307,0.0,0.133,0.696,156.22,211538,4
無表面傷痕,Joyce Cheng,['Joyce Cheng'],71Bv7K46NJOEViehjCRMVh,0.621,0.336,4,-13.219,1,0.601,0.0,0.128,0.574,130.078,271385,4
多愛,G5SH,['G5SH'],7lmJuMOXIPplwz8TphSZdF,0.7,0.705,1,-4.76,0,0.0249,0.0,0.104,0.235,144.013,226221,4
舞伴,柯智棠,"['柯智棠', 'Hung Pei-Yu']",7CMIeC8M8IqCSqjANTGXWg,0.592,0.751,2,-7.27,1,0.0452,2.03e-05,0.431,0.436,119.032,239956,4
Close to You (feat. Jasmine Sokko),Lucian,"['Lucian', 'Jasmine Sokko']",2jRfRIvnZj4J6mxGnpVmdQ,0.878,0.613,2,-3.873,1,0.126,0.0,0.194,0.753,104.986,185526,4
我的新衣 (feat. Ty. & 王倩倩),VaVa,"['VaVa', '王倩倩', 'Ty.']",2D2pqz9UjxOsLbucKFAHTV,0.586,0.814,6,-6.737,0,0.0752,4e-05,0.169,0.645,179.904,244695,4
Monster,EXO,['EXO'],7GbUWl6qLW1gdngbEV2WDJ,0.618,0.76,6,-4.312,1,0.0066,0.0,0.127,0.541,150.0,221341,4
Call You Mine,Chelsea Collins,['Chelsea Collins'],6WDUonwc9ABG53zkOghffm,0.442,0.543,6,-6.474,0,0.0978,0.0,0.0842,0.284,93.898,194043,4
Anywhere,Rita Ora,['Rita Ora'],7EI6Iki24tBHAMxtb4xQN2,0.628,0.797,11,-3.953,0,0.0364,0.0,0.104,0.321,106.93,215064,4
疑心病,任然,['任然'],2PTp2VPBsRUJPlquCTbSAq,0.562,0.469,3,-7.997,1,0.481,0.0,0.161,0.242,124.102,292242,4
答案,杨坤,"['杨坤', '郭采洁']",6nvuEO75YDMMwlx76CRb9g,0.581,0.63,11,-7.736,1,0.389,0.0,0.188,0.597,147.994,232733,4
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,['Macklemore & Ryan Lewis'],3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0291,0.0,0.0862,0.847,146.078,258343,4
View,SHINee,['SHINee'],46E1ic6n099e76t5J1TbHn,0.728,0.801,6,-4.428,0,0.04,0.0,0.0415,0.656,123.953,190821,4
Playinwitme (feat. Kehlani),KYLE,"['KYLE', 'Kehlani']",4F1yvJfQ7gJkrcgFJQDjOr,0.689,0.584,1,-5.768,0,0.339,0.0,0.297,0.676,156.572,191680,4
Unrequited,Yoga Lin,['Yoga Lin'],2eOpn0ix5JGf47vUBUqZnV,0.46,0.349,11,-9.966,1,0.566,0.0,0.108,0.199,138.713,307213,4
小故事,JW,['JW'],1OPLwsu0srirXKChlb99iC,0.618,0.347,11,-9.029,1,0.785,0.0,0.123,0.428,137.641,210860,4
Wherever you are,ONE OK ROCK,['ONE OK ROCK'],0YAMQSmHk6BSUGTYpaoqTJ,0.379,0.69,4,-4.79,1,0.0286,0.0,0.335,0.288,173.716,295600,4
전야 前夜 The Eve,EXO,['EXO'],2ujA6F1cpk3m8lsPE5aKua,0.636,0.702,0,-5.352,0,0.0223,0.0,0.293,0.516,135.104,176026,4
Palette (Feat. G-DRAGON),IU,['IU'],3y7ByLZ05tluscOTRgEJ9Y,0.804,0.68,0,-3.81,1,0.458,0.0,0.102,0.62,102.013,217413,4
EGO-HOLIC戀我癖,Starr Chen,"['Starr Chen', 'Jolin Tsai']",0xniQzb5VGD0xibLVlXFbM,0.699,0.572,10,-14.0,0,0.264,0.227,0.244,0.694,110.042,193424,4
Go Go,BTS,['BTS'],5nq1uTNIR1cBR72T87viS0,0.856,0.617,10,-5.308,0,0.171,0.0,0.0857,0.759,136.082,235780,4
Attention,Charlie Puth,['Charlie Puth'],4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
City Lights (feat. EVO+ & Jinmenusagi),HyperJuice,"['HyperJuice', 'EVO', 'Jinmenusagi']",41rLrTjd0p9Z1LI1jeeFHb,0.738,0.82,0,-3.181,1,0.0573,0.0,0.161,0.549,131.025,248141,4
BLUE MOON (Prod. GroovyRoom),Hyolyn,['Hyolyn'],0CPWIY1etGeJLg12CAuP4n,0.786,0.783,5,-5.598,1,0.158,0.0,0.109,0.449,106.987,203057,4
流沙,David Tao,['David Tao'],6c4RDAKNwY7ETgosB6GXu2,0.647,0.291,8,-11.476,1,0.672,0.0,0.258,0.388,75.999,242560,4
Save ME,BTS,['BTS'],0RB00aMsmBlr91i9r4Sfib,0.606,0.778,1,-4.393,1,0.0255,0.0,0.0819,0.528,139.865,196559,4
膽小鬼,Gigi Leung,['Gigi Leung'],40RMeJVU5m7YzCJ9It9ohi,0.676,0.446,7,-8.327,1,0.657,0.0,0.112,0.427,115.017,258107,4
堅持到底,A-do,['A-do'],3OUu5vlYe1YGdaLjfOff6v,0.69,0.601,0,-5.188,1,0.291,0.0,0.117,0.418,124.001,245955,4
Don't forget me,Girl's Day,"[""Girl's Day""]",7wlr39cbHqaB2kx47rAcXO,0.621,0.972,0,-0.357,0,0.11,0.0,0.317,0.651,133.82,190433,4
First Time,Kygo,"['Kygo', 'Ellie Goulding']",2Gl0FzuLxflY6nPifJp5Dr,0.633,0.592,0,-7.245,0,0.197,0.0,0.099,0.679,90.066,193511,4
愛を伝えたいだとか,Aimyon,['Aimyon'],3hnc4KOBcUB6bC7gGwlBPG,0.673,0.85,2,-5.021,1,0.0345,1.14e-05,0.0943,0.793,100.008,235241,4
Do What I Want,Lil Uzi Vert,['Lil Uzi Vert'],4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,9,-6.336,1,0.106,0.0,0.208,0.398,139.952,175203,4
突然累了,JJ Lin,['JJ Lin'],2bryA7ON6pWYiDryWmnUYN,0.508,0.347,5,-14.042,1,0.268,1.7e-05,0.109,0.529,79.999,251600,4
쩔어 DOPE,BTS,['BTS'],0pGHou9D7JTMKbMfOLKy50,0.619,0.889,10,-3.108,0,0.0483,0.0,0.324,0.622,77.058,240021,4
說愛你,Jolin Tsai,['Jolin Tsai'],2A5bP44KZWgr4t0JP9dPzr,0.742,0.795,0,-5.11,0,0.191,5.02e-06,0.0866,0.647,101.982,223533,4
驗傷,Janice Vidal,['Janice Vidal'],584dXuCRxf0IUXRDnn1Q8u,0.603,0.539,6,-5.413,1,0.366,0.0,0.104,0.396,127.959,227715,4
不應該勇敢 - 《美味的想念》片尾曲,Soo Wincci,['Soo Wincci'],4o6ETerk6ccD5Hg637wQuV,0.563,0.549,2,-7.158,1,0.501,0.0,0.105,0.399,133.783,264180,4
愛我還是他,David Tao,['David Tao'],13bw75oRjvxMv9VGIeM32i,0.465,0.391,11,-8.029,1,0.758,0.0,0.112,0.152,133.025,292667,4
失落沙洲,LaLa Hsu,['LaLa Hsu'],4vBoopG4WzohMju1GUmwoi,0.422,0.366,7,-7.181,1,0.728,0.0,0.112,0.224,80.197,299347,4
Fake Love,Drake,['Drake'],343YBumqHu19cGoGARUTsd,0.928,0.481,9,-9.35,0,0.105,0.0,0.176,0.613,134.007,210937,4
Little Sunshine,Amber Kuo,['Amber Kuo'],7zKLEQGEb616CL9JnT0Pj2,0.702,0.705,5,-5.061,1,0.235,0.0,0.0788,0.539,127.056,224440,4
凉凉 - 電視劇《三生三世十里桃花》片尾曲,Aska Yang,"['Aska Yang', 'Zhang Bichen']",7LmFgyIHlXRqjDOt68RQoQ,0.463,0.56,4,-7.832,0,0.78,1.09e-05,0.0891,0.267,90.005,333333,4
溫柔,Mayday,['Mayday'],1EgGTmmFGtlWuqgXFLrp9x,0.512,0.719,7,-3.233,1,0.118,1.84e-06,0.0936,0.48,147.992,269597,4
王妃,Jam Hsiao,['Jam Hsiao'],6xVw19NAlPn9oA638jzE3l,0.637,0.948,6,-2.843,0,0.028,0.0,0.15,0.579,126.975,221760,4
I'm the One,DJ Khaled,"['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne']",72Q0FQQo32KJloivv5xge2,0.599,0.667,7,-4.267,1,0.0533,0.0,0.134,0.817,80.984,288877,4
Twenty-Five,Song Ji Eun,['Song Ji Eun'],1CELmnPMIsiAPuOsf2GZfe,0.771,0.841,8,-2.763,1,0.12,0.0,0.24,0.755,113.011,205267,4
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,"['Maggie Lindemann', 'CADE', 'Cheat Codes']",39IsH7B5byx8NRlEKlZVg9,0.703,0.868,7,-4.661,0,0.15,0.132,0.104,0.733,121.03,193613,4
對摺,Richie Jen,['Richie Jen'],76phDyRgRyPNQs3IbwLxeU,0.503,0.526,8,-6.253,1,0.375,0.0,0.235,0.388,152.207,290493,4
Company,Justin Bieber,['Justin Bieber'],61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,4,-4.901,0,0.132,0.0,0.0846,0.425,94.948,208120,4
女兒心如水,鄧福如 AFÜ,"['鄧福如 AFÜ', '何官錠 AL']",6SgqvsfOM0JQckZN6yS0RD,0.671,0.53,7,-7.35,1,0.282,0.0,0.202,0.39,95.001,233067,4
HUMBLE.,Kendrick Lamar,['Kendrick Lamar'],7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
有何不可,許嵩,['許嵩'],5rXBmcYNJYMYdhwxlMLh0s,0.549,0.521,6,-6.119,1,0.472,1.96e-06,0.0978,0.771,202.017,240027,4
光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,['G.E.M.'],1bkvGbgK4HU8B7Ue4k7O7I,0.539,0.668,1,-6.825,0,0.4,0.0,0.0864,0.238,175.867,235505,4
日落大道,梁博,['梁博'],7qIm3F7GqOrigJsKadawEZ,0.581,0.47,11,-8.344,1,0.128,4.33e-05,0.112,0.235,128.076,275435,4
戀愛達人,Show Luo,['Show Luo'],7yem27EktuPjs9JqYWCiZz,0.763,0.615,0,-6.664,1,0.0534,0.0,0.127,0.624,98.007,210267,4
DNA.,Kendrick Lamar,['Kendrick Lamar'],6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.00454,0.0,0.0842,0.422,139.913,185947,4
BOOMBAYAH,BLACKPINK,['BLACKPINK'],1dB06EmjB6NyftV1pxq6Qk,0.75,0.869,5,-2.236,0,0.0263,2.66e-06,0.221,0.494,124.951,241640,4
倒帶,Jolin Tsai,['Jolin Tsai'],5VQ3tkSUhfX4w5g5bj0Blv,0.56,0.59,5,-6.365,1,0.113,0.0,0.125,0.384,130.389,262400,4
"You, Who?",Eric Nam,"['Eric Nam', 'Jeon So Mi']",5WLLVrfFNbseupmtv0p2B1,0.477,0.8,0,-3.267,1,0.226,0.0,0.106,0.675,96.04,219330,4
櫻花粉的浪漫,二珂,['二珂'],6s7n9GHNap3Ewq9lSfkbsR,0.759,0.553,8,-8.024,1,0.426,6.78e-05,0.108,0.433,94.04,201004,4
愛的城堡,卓文萱,['卓文萱'],1yvZDAtctgkFBQm7IKI3X6,0.747,0.695,6,-7.784,1,0.647,4.9e-06,0.0787,0.874,106.021,187871,4
唯獨你是不可取替,Sammi Cheng,['Sammi Cheng'],2KgOx8Sdw9WgiMDRvdidvx,0.249,0.269,2,-10.273,1,0.855,6.86e-06,0.219,0.174,138.946,245653,3
戀愛ing,Mayday,['Mayday'],4njcD0QuUSSKUL1cAYxevt,0.662,0.549,0,-3.791,1,0.101,0.0,0.168,0.858,98.523,169348,4
非酋,薛明媛,"['薛明媛', '朱贺']",6PPqL3Oj5qzpTN8xG19W2z,0.785,0.687,0,-6.735,1,0.358,0.0,0.065,0.547,100.013,172200,4
妮妮,Nico & Kim,"['Nico & Kim', '林京燁']",5Gq33bYcS7uGKKW3ctedfG,0.589,0.4,8,-10.007,1,0.76,0.0,0.191,0.47,120.038,234207,4
不該,Jay Chou,"['Jay Chou', 'A-Mei Chang']",7LyCtbxher5m97MImn5M3l,0.441,0.619,4,-6.609,1,0.19,0.0,0.118,0.187,75.027,290133,4
一諾千年,A-do,['A-do'],0tjXPgFz9p7U1e0ncz1ouE,0.469,0.61,8,-4.59,0,0.103,0.0,0.12,0.216,142.067,210423,4
"陪著你走 - 劇集 ""不懂撒嬌的女人"" 插曲",Kayee Tam,['Kayee Tam'],3HMesevL5DK01uEpHrn9IO,0.716,0.152,2,-16.506,1,0.867,0.0,0.0754,0.216,101.015,211601,4
Shalala Romance,Dawon,['Dawon'],557Rp0MOMAOWf7XETe2UM1,0.734,0.549,0,-13.409,1,0.0823,8.12e-06,0.178,0.802,82.031,209518,4
勇敢去愛吧,Tiger Hu,['Tiger Hu'],798A1AbXluls2TtL3rKkSU,0.647,0.793,5,-4.919,1,0.106,1.14e-06,0.37,0.585,99.937,238653,4
Meow Meow,CLC,['CLC'],5N3rXELAY2c1UBgWlARBYY,0.781,0.691,4,-4.797,0,0.123,0.0,0.053,0.334,104.932,198658,4
speed of youth,Kensuke Ushio,['Kensuke Ushio'],2Z2wDQKG1J3LlbMh1fTzxa,0.541,0.537,2,-10.354,1,0.919,0.908,0.113,0.357,160.035,283067,4
敢 Roleplay,Lu Han,['Lu Han'],3m1nz39Ke2fLUEb1AOdEUR,0.788,0.824,9,-6.432,1,0.0613,5.28e-06,0.0283,0.653,143.954,159314,4
Daddy's Hovercar,Disco Hue,['Disco Hue'],6UdYsjbEZgkicBd04mMHsW,0.356,0.662,7,-6.639,1,0.289,5.61e-05,0.121,0.312,129.892,243681,4
預言書,Kenny Kwan,['Kenny Kwan'],5InRpvvCxbQ7D4Cdh69Qy2,0.54,0.52,2,-5.782,1,0.513,0.0,0.203,0.516,140.033,246703,4
Marry Me,Jam Hsiao,['Jam Hsiao'],4GwEeSaXgqEozZv1cZ778l,0.626,0.561,1,-6.013,1,0.759,0.0,0.0896,0.366,129.837,279792,4
離開我的自由 (Leave My Freedom),A-do,['A-do'],62WklW6nvbSrjArK9sYT5g,0.375,0.333,6,-9.529,1,0.857,0.0,0.0718,0.219,131.973,296700,4
音樂讓我說愛你,Tiger Hu,['Tiger Hu'],1hnSnXsyx62gmeN92M8QPB,0.638,0.684,3,-5.925,1,0.0659,0.0,0.18,0.64,110.005,197867,3
怎樣 ?,Penny Tai,['Penny Tai'],4CD6fcm9HZYu2sA3ln6DuX,0.641,0.363,2,-10.434,1,0.809,0.0,0.0949,0.218,119.739,271107,4
All Alone with You,EGOIST,['EGOIST'],1aj26XjpxbDlxAXtrpGrRv,0.26,0.67,11,-4.682,1,0.0802,0.00467,0.192,0.343,143.71,350320,4
花好月圓夜,Miriam Yeung,"['Miriam Yeung', 'Richie Jen']",6uGTVG9G40bUwUjObV0M7Q,0.614,0.414,11,-8.852,1,0.706,0.0,0.122,0.378,94.558,143600,4
Cover up,TAEYEON,['TAEYEON'],25JsYHDRiRvxIddliGESTT,0.735,0.881,11,-3.463,1,0.0496,3.17e-06,0.0859,0.9,118.02,205982,4
Can't Help Myself (feat. LOCO),Eric Nam,"['Eric Nam', 'Loco']",2orlgIY1OBWBDQgmkHZHct,0.698,0.874,9,-2.296,0,0.0259,1.02e-06,0.475,0.795,122.945,189158,4
屋頂,Landy Wen,"['Landy Wen', 'Jay Chou']",66JiXkry8h9HHpTZEXlnia,0.26,0.385,3,-7.918,1,0.463,0.0,0.136,0.139,175.593,319040,4
安守本份 2017 - 劇集 “使徒行者2” 插曲,Vivian Koo,['Vivian Koo'],3qxQBZNWQAZ11rj2G57Vb3,0.68,0.524,3,-8.808,0,0.689,0.0,0.116,0.19,123.954,245357,4
記得,JJ Lin,['JJ Lin'],2ZCn7ldYJ7doogRaGgXfNI,0.485,0.268,7,-8.133,1,0.897,0.0,0.1,0.388,120.647,287805,4
空窗,辛曉琪,['辛曉琪'],3aoFNk1KGCLGKdoDo5J0hG,0.444,0.702,9,-6.165,1,0.44,0.0,0.496,0.179,171.935,287200,4
掉了,A-Mei Chang,['A-Mei Chang'],4WJrPDdryMRaKnkJWWex37,0.542,0.45,1,-6.792,1,0.801,0.0,0.0874,0.146,162.071,235600,4
Wifey (feat.MC MONG),NS Yoon-G,['NS Yoon-G'],1ixfHmmfbLflIE7XTZpLUU,0.771,0.702,6,-3.99,0,0.0829,0.0,0.179,0.798,89.016,210604,4
I Need U,BTS,['BTS'],3RlcLpMmRvSd84Uw6Yt4Iw,0.486,0.88,5,-3.097,0,0.0215,0.0,0.24,0.71,158.043,210987,4
陪在你身邊,化學猴子,['化學猴子'],35vBGpv0ciVOgFTp1UlGYu,0.46,0.638,6,-6.708,1,0.119,0.0,0.0915,0.449,146.026,267880,4
下雨天,Nan Quan Mama,['Nan Quan Mama'],63Qpnrn403cKcE8Y1N0nx0,0.516,0.545,4,-6.761,1,0.593,0.0,0.361,0.274,127.968,253080,4
Red,HyunA,['HyunA'],5Fl3tBJteMGw8wqWuBe7kD,0.582,0.938,9,-1.829,1,0.00287,0.0,0.395,0.56,163.91,199800,4
This Is the Moment,Selectracks,['Selectracks'],7iGf7mj3yfIdPSJR2GYpSa,0.532,0.88,7,-4.972,1,0.00123,0.00169,0.214,0.708,98.013,219107,4
"畢業之後 - 劇集 “老表,畢業喇!” 主題曲",Mag Lam,['Mag Lam'],58SWZ4MWJh6By9ERLp3O24,0.491,0.32,1,-10.026,1,0.709,0.0,0.125,0.729,201.871,169445,4
Noi Nay Co Anh,Sơn Tùng M-TP,['Sơn Tùng M-TP'],6efaWmqWQxnWFGcFN2BqDW,0.523,0.85,0,-5.245,1,0.0449,0.000827,0.13,0.37,91.983,260128,4
Run,BTS,['BTS'],0PAq1DRlOGBAjXLno94j6b,0.554,0.878,11,-3.02,0,0.00146,0.0,0.0998,0.55,132.889,236748,4
Betrayal,Aska Yang,['Aska Yang'],4YJQz7EQ4xs1uHyd5tNVoj,0.469,0.525,11,-7.292,1,0.598,0.0,0.15,0.237,134.024,325293,4
淚光閃爍,F.I.R.,['F.I.R.'],0NhWo7GPlaaUijFlBL2lsG,0.403,0.589,8,-3.651,1,0.346,0.0,0.165,0.267,132.524,270893,4
Handwritten,Amy & Ellen,['Amy & Ellen'],1LhxE1MsteYbFmZA8lgFaN,0.678,0.556,9,-6.951,1,0.579,2.24e-05,0.0722,0.526,123.964,240743,4
愛我別走,Zhang Zhen Yue,['Zhang Zhen Yue'],2fc2vUA5H3mTAr9rQoBDKt,0.646,0.356,0,-10.804,1,0.552,1.63e-06,0.0964,0.684,90.079,284467,4
Blood Sweat & Tears,BTS,['BTS'],5RGf8qn1TBWVplLyyKUsuV,0.583,0.885,0,-3.571,0,0.0244,0.0,0.357,0.601,92.959,217052,4
來不及,劉瑞琦,['劉瑞琦'],2zjNk0Q9PdUTQUw16YmNni,0.367,0.194,8,-10.662,1,0.881,5.49e-06,0.116,0.332,142.791,258872,4
Just a Dream (MENG YI CHANG),Olivia Ong,['Olivia Ong'],2x3r1z1EzMQpDC6CrRJ0tx,0.36,0.274,2,-10.422,1,0.918,0.0,0.131,0.332,207.177,230507,4
零界點 On Fire,Lu Han,"['Lu Han', 'AR']",4FwTLqe3Gvljt9VPTj2ho5,0.681,0.914,11,-5.091,0,0.0332,1.09e-06,0.334,0.367,153.818,216906,4
那些年,MICappella,['MICappella'],627VX3c9q5VJNLk6H6b639,0.487,0.363,4,-9.655,1,0.805,0.0,0.182,0.139,78.094,297987,4
你就像個小孩,A-do,['A-do'],28dE9cYKOwjtMPCNdxOBNq,0.593,0.462,4,-6.081,1,0.664,0.0,0.0988,0.233,119.927,270678,4
Kong,Justin Lo,['Justin Lo'],4nTY9wx51mR51Pbo5ETuhZ,0.603,0.338,1,-13.619,1,0.563,0.0,0.104,0.341,133.975,244019,4
時差 On call,Lu Han,['Lu Han'],4rhGO5Y8NzCHVt37jPaOLI,0.601,0.529,4,-7.241,0,0.19,0.0,0.107,0.281,131.066,199504,4
Good day,IU,['IU'],1SwZVVH9BnXtLRLi2cbFhw,0.643,0.878,9,-2.998,1,0.163,0.0,0.105,0.583,128.035,233613,4
思念是一種病,Zhang Zhen Yue,['Zhang Zhen Yue'],5JaPBs2aQjEfLwM5kVb4jq,0.818,0.483,2,-4.974,1,0.0581,0.000509,0.122,0.449,90.025,255721,4
天使也會受傷,小男孩樂團,['小男孩樂團'],3gLBLSmqKSMys9kYcEFDbH,0.532,0.712,6,-6.348,1,0.00756,0.0,0.0991,0.477,126.124,289259,4
Outro: Wings,BTS,['BTS'],1yEzWCIc2MUt9Fw1p25YUo,0.654,0.903,11,-3.117,0,0.00503,0.0,0.0875,0.659,124.988,225447,4
